question_id,source_kind,course_id,level,module_id,title,ข้อที่,รูปแบบโจทย์,คำถาม (Question),ตัวเลือก (Choices),เฉลย (Answer),มาตราที่เกี่ยวข้อง (Sections),คำอธิบายเหตุผล (Explanation),hint_1,hint_2,hint_3,yaml_path,source_note
q-level1-41216-import-042,pasted_quiz_data,41216,1,ความผิดต่อชีวิตและร่างกาย,การเข้าร่วมในการชุลมุนต่อสู้ระหว่างบุคคลตั้งแต่สามคนขึ้นไป จ,42,MCQ,การเข้าร่วมในการชุลมุนต่อสู้ระหว่างบุคคลตั้งแต่สามคนขึ้นไป จนเป็นเหตุให้บุคคลหนึ่งบุคคลใดถึงแก่ความตายนั้น จะเป็นความผิดเสมอไปหรือไม่,"ก. ไม่เป็นความผิดหากมิได้กระทำเกินสมควรแก่เหตุ 
ข. ไม่เป็นความผิดเสมอไป ต้องแล้วแต่เจตนาของผู้กระทำ 
ค. เป็นความผิดเสมอไป ไม่ว่าจะมีเจตนาหรือมูลเหตุชักจูงเช่นไรก็ตาม 
ง. เป็นความผิดเว้นแต่แสดงได้ว่าได้กระทำไปเพื่อห้าม จึงไม่ต้องรับโทษ 
จ. ไม่เป็นความผิดหากมิได้ทำร้ายผู้อื่น",ง,มาตรา 294 วรรคสอง,ตามมาตรา 294 วรรคสอง บัญญัติข้อยกเว้นไว้ชัดเจนว่า บุคคลผู้เข้าร่วมชุลมุนต่อสู้ในมาตรานี้ หากแสดงได้ว่ากระทำไปเพื่อ 'ห้ามการชุลมุนต่อสู้นั้น หรือเพื่อป้องกันโดยชอบด้วยกฎหมาย' บุคคลนั้นย่อมไม่ต้องรับโทษ,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดต่อชีวิตและร่างกาย,พิจารณามาตรา 294,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-043,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,การวินิจฉัยผู้กระทำจะมีความผิดฐานทำร้ายร่างกายหรือฐานพยายามฆ,43,MCQ,การวินิจฉัยผู้กระทำจะมีความผิดฐานทำร้ายร่างกายหรือฐานพยายามฆ่าผู้อื่น ต้องยึดหลักอะไร,"ก. สภาพแวดล้อมเป็นกรณี ๆ ไป 
ข. ลักษณะของอาวุธที่ผู้กระทำผิดใช้ 
ค. อาวุธที่ใช้และบาดแผลที่ได้รับ 
ง. ลักษณะของบาดแผลที่ผู้เสียหายได้รับ 
จ. เจตนาของผู้กระทำว่ามีเจตนาทำร้ายหรือเจตนาฆต์",จ,"มาตรา 59, 288, 295",ในการแบ่งแยกฐานความผิดระหว่างทำร้ายร่างกายกับพยายามฆ่า สิ่งสำคัญที่สุดคือ 'เจตนาภายในของผู้กระทำ' (มาตรา 59) ว่ามีเจตนาประสงค์ฆ่าหรือเพียงแค่ทำร้าย โดยศาลจะพิจารณาจากปัจจัยภายนอกประกอบ เช่น อาวุธ และอวัยวะที่กระทำ เพื่อค้นหาเจตนาที่แท้จริง,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,"พิจารณามาตรา 59, 288, 295","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-044,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,แสดเดินเข้าป่าชุมชนท้ายหมู่บ้านเพื่อล่าสัตว์ เห็นพุ่มไม้สั่น,44,MCQ,แสดเดินเข้าป่าชุมชนท้ายหมู่บ้านเพื่อล่าสัตว์ เห็นพุ่มไม้สั่นไหวเข้าใจว่าเป็นสัตว์แอบซ่อนอยู่จึงเอาปืนยิงเข้าไปทันที ถูกเขียวนั่งอยู่ในพุ่มไม้ได้รับอันตรายสาหัส เช่นนี้ แสดมีความผิดฐานใดหรือไม่,"ก. แสดไม่มีความผิด เพราะแสดไม่รู้ว่าในพุ่มไม้มีคน แสดจึงไม่รู้ข้อเท็จจริงอันเป็นองค์ประกอบของความผิด 
ข. แสดมีความผิดฐานพยายามฆ่าเพราะแสดควรเล็งเห็นได้ว่า อาจมีคนนั่งอยู่ในพุ่มไม้ 
ค. แสอดมีความผิดฐานพยายามฆ่า แต่ไม่ต้องรับโทษเพราะสำคัญผิดว่าเป็นสัตว์ 
ง. แสดมีความผิดฐานกระทำโดยประมาทเป็นเหตุให้ผู้อื่นได้รับอันตรายสาหัส เพราะการที่แสดไม่รู้ข้อเท็จจริงว่าในพุ่มไม้เป็นเขียวนั้นเกิดจากความประมาทของแสดเอง 
จ. แสดมีความผิดฐานทำร้ายผู้อื่นเป็นเหตุให้ผู้อื่นรับอันตรายสาหัส เพราะแสดย่อมเล็งเห็นได้ว่าภายในพุ่มไม้นั้นมีคนซุกซ่อนอยู่",ง,มาตรา 59 วรรคสาม และวรรคสี่,แสดไม่รู้ข้อเท็จจริงว่ามีคนในพุ่มไม้จึงขาดเจตนาฆ่าหรือทำร้ายตามมาตรา 59 วรรคสาม แต่อย่างไรก็ตาม การยิงปืนเข้าไปในพุ่มไม้สั่นไหวโดยไม่ตรวจสอบให้แน่ชัด ถือเป็นการกระทำโดยปราศจากความระมัดระวังซึ่งบุคคลย่อมต้องมี แสดจึงต้องรับผิดฐานกระทำโดยประมาทเป็นเหตุให้ผู้อื่นรับอันตรายสาหัสตามมาตรา 300,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,พิจารณามาตรา 59,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-045,pasted_quiz_data,41216,1,ความผิดต่อชีวิตและร่างกาย,นางแดงซึ่งตั้งครรภ์ได้เดินลื่นล้มตกบันไดสลบไปจึงถูกส่งตัวไปโ,45,MCQ,นางแดงซึ่งตั้งครรภ์ได้เดินลื่นล้มตกบันไดสลบไปจึงถูกส่งตัวไปโรงพยาบาล นายแพทย์ขาวเห็นว่านางแดงเลือดออกมาก ถ้าไม่ทำแท้งอาจเป็นเหตุให้นางแดงถึงแก่ความตาย จึงได้ทำแท้งให้นางแดงขณะที่นางแดงสลบอยู่ นายแพทย์ขาวมีความผิดและต้องรับผิดฐานทำให้หญิงแท้งลูกหรือไม่,"ก. ไม่ผิด เพราะจำเป็นต้องกระทำเพื่อช่วยชีวิตนางแดง 
ข. ไม่ผิด เพราะขาวเป็นนายแพทย์ 
ค. ไม่ผิด เพราะถือว่านางแดงยินยอมให้ทำแท้งโดยปริยาย 
ง. ผิด แต่ไม่ต้องรับโทษเพราะเป็นการกระทำความผิดด้วยความจำเป็น 
จ. ผิด และต้องรับโทษฐานทำให้หญิงแท้งลูกเพราะหญิงไม่ยินยอม",ก,มาตรา 305(1) (ประกอบมาตรา 67),ตามประมวลกฎหมายอาญา มาตรา 305(1) (ฉบับแก้ไขเพิ่มเติม) บัญญัติยกเว้นความผิดไว้ชัดเจนว่า หากเป็นการกระทำของนายแพทย์ผู้ประกอบวิชาชีพเวชกรรม และจำเป็นต้องกระทำเนื่องจากหากหญิงตั้งครรภ์ต่อไปจะเสี่ยงต่ออันตรายร้ายแรงต่อชีวิต การทำแท้งนั้นไม่เป็นความผิด,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดต่อชีวิตและร่างกาย,"พิจารณามาตรา 305, 1, 67","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-046,pasted_quiz_data,41216,1,กฎหมายอาญา,ดำได้โอบเอวและขู่เข็ญบังคับให้เด็กชายแดงอายุ 15 ปี แก้ผ้าให้,46,MCQ,ดำได้โอบเอวและขู่เข็ญบังคับให้เด็กชายแดงอายุ 15 ปี แก้ผ้าให้ดำดูอวัยวะเพศเพื่อสนองความใคร่ของดำ ดำมีความผิดฐานใด,"ก. พยายามข่มขู่กระทำชำเราเด็กอายุไม่เกิน 15 ปี 
ข. ข่มขืนกระทำชำเราเด็กอายุไม่เกิน 15 ปี 
ค. กระทำอนาจารเด็กอายุไม่เกิน 15 ปี 
ง. กระทำชำเราเด็กอายุไม่เกิน 15 ปี โดยเด็กไม่ยินยอม 
จ. ไม่มีความผิดเกี่ยวกับเพศ แต่มีความผิดต่อเสรีภาพ",ค,มาตรา 279,การบังคับให้เด็กแก้ผ้าเพื่อดูอวัยวะเพศเป็นการกระทำอันไม่สมควรในทางเพศต่อเด็ก โดยมีเจตนาสนองความใคร่ ถือเป็นการล่วงละเมิดทางเพศที่เข้าข่ายความผิดฐาน 'กระทำอนาจารแก่เด็กอายุไม่เกินสิบห้าปี' ตามมาตรา 279 แม้จะไม่มีการล่วงล้ำอวัยวะเพศก็ตาม,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: กฎหมายอาญา,พิจารณามาตรา 279,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-047,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,กฎหมายกำหนดช่วงอายุของผู้เยาว์ที่จะถูกพรากไว้เท่าใด ผู้พรากผ,47,MCQ,กฎหมายกำหนดช่วงอายุของผู้เยาว์ที่จะถูกพรากไว้เท่าใด ผู้พรากผู้เยาว์จึงจะมีความผิดฐานพรากผู้เยาว์,"ก. อายุกว่า 7 ปี แต่ไม่เกิน 10 ปี 
ข. อายุกว่า 10 ปี แต่ไม่เกิน 13 ปี 
ค. อายุกว่า 13 ปี แต่ไม่เกิน 15 ปี 
ง. อายุกว่า 15 ปี แต่ไม่เกิน 18 ปี 
จ. อายุกว่า 18 ปี แต่ไม่เกิน 20 ปี",ง,"มาตรา 318, 319",ความผิดฐานพรากผู้เยาว์ตามกฎหมายอาญา (มาตรา 318 และ 319) กำหนดวัตถุแห่งการกระทำไว้เฉพาะเด็กผู้เยาว์ที่มี 'อายุกว่าสิบห้าปีแต่ยังไม่เกินสิบแปดปี' เท่านั้น (หากต่ำกว่า 15 ปี จะเป็นฐานความผิดพรากเด็กตามมาตรา 317),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,"พิจารณามาตรา 318, 319","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-048,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,นางสาวฉ่ำอายุ 16 ปี เป็นเด็กใจแตกชอบรักสนุก ชุ่มได้ชวนนางสาว,48,MCQ,นางสาวฉ่ำอายุ 16 ปี เป็นเด็กใจแตกชอบรักสนุก ชุ่มได้ชวนนางสาวฉ่ำไปดูภาพยนตร์แล้วพากันไปนอนค้างที่โรงแรมและกระทำชำเรา โดยนางสาวฉ่ำเต็มใจ รุ่งเช้าชุ่มพานางสาวฉ่ำไปส่งที่บ้านบิดามารดา ดังนี้ชุ่มมีความผิดหรือไม่อย่างไร,"ก. มีความผิดฐานพรากนางสาวฉ่ำไปเสียจากบิดามารดาโดยปราศจากเหตุผลอันควรตาม มาตรา 317 
ข. มีความผิดฐานกระทำชำเรานางสาวฉ่ำตาม มาตรา 276 
ค. มีความผิดฐานพรากนางสาวฉ่ำไปเสียจากบิดามารดาเพื่อการอนาจาร โดยนางสาวฉ่ำเต็มใจไปด้วยตาม มาตรา 319 
ง. ไม่มีความผิดใด ๆ เลยเพราะนางสาวฉ่ำอายุเกิน 15 ปี 
จ. ไม่มีความผิดใด ๆ เลยเพราะนางสาวฉ่ำยินยอม",ค,มาตรา 319,นางสาวฉ่ำอายุ 16 ปี (อยู่ในช่วง 15-18 ปี) แม้ฉ่ำจะเต็มใจยินยอมไปด้วยและไปร่วมประเวณีกัน แต่การพาเด็กไปค้างแรมเพื่อร่วมเพศถือเป็นการตัดอำนาจปกครองดูแลของบิดามารดาเพื่อการอนาจาร ชุ่มจึงมีความผิดฐานพรากผู้เยาว์เพื่อการอนาจารโดยผู้เยาว์เต็มใจไปด้วยตามมาตรา 319 วรรคแรก,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,พิจารณามาตรา 319,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-049,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,ข้อใดมิใช่ความหมายของการ “ใส่ความ” ในความผิดฐานหมิ่นประมาท,49,MCQ,ข้อใดมิใช่ความหมายของการ “ใส่ความ” ในความผิดฐานหมิ่นประมาท,"ก. เป็นการแสดงข้อเท็จจริงที่เป็นความจริงเท่านั้น 
ข. เป็นการแสดงข้อเท็จจริงอันแน่นอน 
ค. เป็นการแสดงข้อเท็จจริงในอดีตหรือปัจจุบัน 
ง. เป็นการแสดงข้อเท็จจริงที่น่าจะทำให้ผู้อื่นเสียชื่อเสียง 
จ. ไม่มีข้อใดถูก เพราะทุกข้อเป็นความหมายของการใส่ความ",ก,มาตรา 326,การใส่ความในความผิดฐานหมิ่นประมาท หมายถึง การนำข้อเท็จจริงหรือเรื่องราวใดๆ ไปยืนยันบอกเล่าต่อบุคคลที่สาม ไม่ว่าเรื่องนั้นจะ 'เป็นความจริงหรือความเท็จ' ก็ตาม หากทำให้ผู้ถูกใส่ความเสียชื่อเสียง ย่อมเป็นหมิ่นประมาท ข้อความที่บอกว่าต้องเป็นความจริงเท่านั้นจึงผิด,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,พิจารณามาตรา 326,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-050,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,ข้อใดมิใช่เหตุที่กฎหมายยกเว้นความผิดฐานหมิ่นประมาท ตาม ป.อ. ,50,MCQ,ข้อใดมิใช่เหตุที่กฎหมายยกเว้นความผิดฐานหมิ่นประมาท ตาม ป.อ. มาตรา 329,"ก. แสดงความคิดเห็นในฐานะเป็นเจ้าพนักงานปฏิบัติการตามหน้าที่ 
ข. แสดงข้อความโดยสุจริตในการแจ้งข่าวด้วยความเป็นธรรม 
ค. แสดงความคิดเห็นโดยเชื่อว่าเป็นความจริง 
ง. แสดงข้อความโดยสุจริต เพื่อติชมด้วยความเป็นธรรม 
จ. แสดงความคิดเห็นเพื่อป้องกันตนตามคลองธรรม",ค,มาตรา 329,"มาตรา 329 ยกเว้นความผิดหมิ่นประมาทให้เฉพาะผู้ที่แสดงความคิดเห็นโดยสุจริตใน 4 กรณีคือ ป้องกันตน/ส่วนได้เสีย, เจ้าพนักงานตามหน้าที่, ติชมด้วยความเป็นธรรม หรือแจ้งข่าวด้วยความเป็นธรรม การแสดงความเห็นเพียงเพราะ 'เชื่อว่าเป็นความจริง' โดยไม่เข้าข่าย 4 ข้อนี้ ไม่ได้รับยกเว้นความผิด",โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับเสรีภาพ เพศ และชื่อเสียง,พิจารณามาตรา 329,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-051,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับทรัพย์,ข้อใดเป็นความผิดฐานลักทรัพย์,51,MCQ,ข้อใดเป็นความผิดฐานลักทรัพย์,"ก. กลับขายกระบือให้กรอก โดยไม่โอนตั๋วพิมพ์รูปพรรณแล้วแอบไปเอากลับคืนมาเสีย 
ข. กล่อมให้แกล้มเช่าซื้อรถยนต์ไป เมื่อผิดสัญญาจึงไปยึดรถกลับคืนมา 
ค. กรุ้มขายวิทยุให้กริ่มไป แต่กริ่มไม่ชำระราคาให้ตามกำหนดจึงไปยึดกลับคืนมา 
ง. กริ่งจำนำแหวนไว้กับแกรง แล้วแอบไปเอาแหวนนั้นคืนมา 
จ. กรุงให้ไกรเช่ารถยนต์แล้วแอบไปเอารถยนต์นั้นคืนมา",ก,มาตรา 334,ข้อ ก. การซื้อขายกระบือสำเร็จแล้ว กรรมสิทธิ์ตกเป็นของกรอกทันที แม้ยังไม่โอนทะเบียนตั๋วพิมพ์ การที่กลับแอบไปเอากระบือคืนมาจึงเป็นการเอาทรัพย์ของผู้อื่นไปโดยทุจริต เป็นลักทรัพย์ ส่วนข้อ ง และ จ ทรัพย์ยังเป็นกรรมสิทธิ์ของตนเอง ไม่ผิดลักทรัพย์ (แต่ผิดฐานอื่น),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับทรัพย์,พิจารณามาตรา 334,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-052,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับทรัพย์,ตูบแอบหยิบโทรศัพท์มือถือจากโต๊ะแสดงสินค้าในห้างสรรพสินค้าแล้,52,MCQ,ตูบแอบหยิบโทรศัพท์มือถือจากโต๊ะแสดงสินค้าในห้างสรรพสินค้าแล้วใส่ลงในกระเป๋าของตน ก่อนออกจากห้างสรรพสินค้าถูก รปภ. ของห้างจับได้เสียก่อน เช่นนี้ตูบมีความผิดฐานใดหรือไม่,"ก. ผิดฐานลักทรัพย์สำเร็จ 
ข. ผิดฐานพยายามลักทรัพย์ 
ค. ผิดฐานวิ่งราวทรัพย์ 
ง. ผิดฐานชิงทรัพย์ 
จ. ผิดฐานพยายามวิ่งราวทรัพย์",ก,มาตรา 334,การลักทรัพย์ในห้างสรรพสินค้า เมื่อผู้กระทำเอาทรัพย์มาใส่ไว้ในกระเป๋าของตนเอง ถือว่าทรัพย์นั้นได้ตัดขาดความครอบครองจากเจ้าของและมาอยู่ในความครอบครองแยกต่างหากของผู้กระทำโดยสมบูรณ์แล้ว ความผิดฐานลักทรัพย์จึงสำเร็จทันที ไม่จำเป็นต้องเดินพ้นเขตห้างออกไปก่อน (ตามแนวคำพิพากษาศาลฎีกา),โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับทรัพย์,พิจารณามาตรา 334,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-053,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับทรัพย์,แดงส่งจดหมายอิเล็กทรอนิกส์ (Email) ไปถึงขาวมีข้อความว่า แดงท,53,MCQ,"แดงส่งจดหมายอิเล็กทรอนิกส์ (Email) ไปถึงขาวมีข้อความว่า แดงทราบว่าขาวเป็นภริยาน้อยของเสี่ยหาญ ถ้าขาวไม่อยากให้เรื่องนี้เปิดเผยในคอลัมน์ซุบซิบ ขาวจะต้องเขียนเช็คให้แดง 100,000 บาท ขาวทราบแล้วเกิดความกลัวจึงยอมเขียนเช็คให้แดง แต่ยังไม่ทันส่งเช็คไป แดงก็ถูกจับเสียก่อน ดังนี้แดงมีความผิดฐานใด","ก. กรรโชก 
ข. พยายามกรรโชก 
ค. รีดเอาทรัพย์ 
ง. พยายามรีดเอาทรัพย์ 
จ. ข้อ ก. และ ค. ถูก",ค,มาตรา 338,การขู่ว่าจะเปิดเผยความลับซึ่งจะทำให้ขาวเกิดความเสียหาย เพื่อให้ขาวมอบเงินหรือประโยชน์ในลักษณะทรัพย์สินให้ เข้าองค์ประกอบความผิดฐาน 'รีดเอาทรัพย์' ตามมาตรา 338 และเมื่อขาวเกิดความกลัวจนตกลงยอมเขียนเช็คให้แล้ว ความผิดฐานรีดเอาทรัพย์จึงเป็นความผิดสำเร็จทันที แม้เช็คจะยังส่งไม่ถึงมือแดงก็ตาม,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับทรัพย์,พิจารณามาตรา 338,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-054,pasted_quiz_data,41216,1,บทบัญญัติทั่วไปทางอาญา,ฟ้ากับมิ่งว่าจ้างเก่งคนขับแท็กซี่ให้ไปส่งที่ซอยอารีย์ พอถึงท,54,MCQ,ฟ้ากับมิ่งว่าจ้างเก่งคนขับแท็กซี่ให้ไปส่งที่ซอยอารีย์ พอถึงที่เปลี่ยวฟ้าก็เอามีดจี้เก่งให้ถอดแหวนให้ พอได้แหวนแล้วทั้งฟ้าและมิ่งก็หนีไปด้วยกัน ดังนี้มิ่งจะมีความผิดฐานใด,"ก. ความผิดฐานลักทรัพย์ 
ข. ความผิดฐานชิงทรัพย์ 
ค. ความผิดฐานชิงทรัพย์โดยมีอาวุธ 
ง. ความผิดฐานปล้นทรัพย์ 
จ. ความผิดฐานกรรโชกทรัพย์",ข,"มาตรา 83, 339",การร่วมมือกันเอาทรัพย์ของผู้อื่นโดยใช้มีดจี้ขู่เข็ญในทันใดนั้นเป็นการชิงทรัพย์ แต่เนื่องจากผู้ร่วมกระทำความผิดและอยู่ในที่เกิดเหตุมีเพียง 2 คน (ฟ้าและมิ่ง) ไม่ครบ 3 คนขึ้นไป จึงไม่เป็นปลสมทรัพย์ มิ่งซึ่งร่วมทางและหนีไปด้วยกันจึงมีความผิดฐานเป็นตัวการร่วมชิงทรัพย์ตามมาตรา 339,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: บทบัญญัติทั่วไปทางอาญา,"พิจารณามาตรา 83, 339","",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-055,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับทรัพย์,ต่อไปนี้ข้อใดเป็นความผิดฐานฉ้อโกง,55,MCQ,ต่อไปนี้ข้อใดเป็นความผิดฐานฉ้อโกง,"ก. สนหลอกให้ใสถอนคำร้องทุกข์คดีอาญา 
ข. สนหลอกให้ใสถอนฟ้องคดีล้มละลาย 
ค. สนหลอกให้ใสยื่นฟ้องแสงเป็นคดีแพ่ง 
ง. สนหลอกให้ใสฉีกทำลายสัญญาเช่า 
จ. สนหลอกให้ใสสมัครรับเลือกตั้ง",ง,มาตรา 341,ความผิดฐานฉ้อโกงตามมาตรา 341 ต้องเป็นการหลอกลวงเพื่อ 'ได้ไปซึ่งทรัพย์สินจากผู้ถูกหลอกลวงหรือบุคคลที่สาม หรือทำให้ผู้ถูกหลอกลวงหรือบุคคลที่สามทำ ถอน หรือทำลายเอกสารสิทธิ' การหลอกให้ใสฉีกทำลายสัญญาเช่าซึ่งเป็นเอกสารสิทธิ จึงเข้าองค์ประกอบความผิดฐานฉ้อโกงโดยตรง,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับทรัพย์,พิจารณามาตรา 341,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-056,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับทรัพย์,ต่อไปนี้ข้อใดเป็นความผิดฐานยักยอก,56,MCQ,ต่อไปนี้ข้อใดเป็นความผิดฐานยักยอก,"ก. พุธเอาสุนัขมาฝากศุกร์เลี้ยง 3 เดือน พอพุธมาขอคืน ศุกร์ปฏิเสธว่าไม่เคยรับฝากสุนัข 
ข. พุธเอาสุนัขมาฝากศุกร์เลี้ยง 3 เดือน พอพุธมาขอคืน ศุกร์ไม่ยอมคืน อ้างว่าพุธต้องจ่ายค่าเลี้ยงดูก่อน 
ค. พุธเอาสุนัขมาฝากศุกร์เลี้ยง 3 เดือน พอพุธมาขอคืน ศุกร์บอกว่าสุนัขไม่สบายเอาไปรักษาที่คลินิกพรุ่งนี้จะไปรับมาคืนให้ 
ง. พุธจูงสุนัขเดินเที่ยว พุธจะเข้าห้องน้ำ จึงฝากศุกร์ให้ช่วยดูสุนัขไว้ ศุกร์เอาสุนัขหนีไป 
จ. พุธเอาสุนัขมาฝากศุกร์เลี้ยง 3 เดือน พอพุธมาขอคืน ศุกร์บอกว่าสุนัขตายแล้ว",ก,มาตรา 352 วรรคแรก,การยักยอกต้องเกิดจากการที่ทรัพย์ของผู้อื่นอยู่ในความครอบครองของผู้กระทำแล้วผู้กระทำ 'เบียดบังเอาทรัพย์นั้นไปโดยทุจริต' การที่ศุกร์รับฝากเลี้ยง (ครอบครอง) แล้วโกหกปฏิเสธว่าไม่เคยรับฝากเพื่อเอาสุนัขไว้เอง แสดงเจตนาทุจริตเบียดบังชัดเจน ส่วนข้อ ข เป็นการใช้สิทธิยึดหน่วงตามแพ่ง และข้อ ง เป็นเพียงฝากดูชั่วคราวยังไม่โอนการครอบครอง จึงผิดลักทรัพย์,โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับทรัพย์,พิจารณามาตรา 352,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
q-level1-41216-import-057,pasted_quiz_data,41216,1,ความผิดเกี่ยวกับทรัพย์,เหตุที่ทำให้ผู้กระทำความผิดฐานทำให้เสียทรัพย์ต้องรับโทษหนักข,57,MCQ,เหตุที่ทำให้ผู้กระทำความผิดฐานทำให้เสียทรัพย์ต้องรับโทษหนักขึ้น ต่อเมื่อได้กระทำต่อทรัพย์ตามข้อใด,"ก. เครื่องจักรที่ใช้ในการประกอบกสิกรรม 
ข. ปศุสัตว์ 
ค. สัตว์พาหนะที่ใช้ในการขนส่งสาธารณะ 
ง. พืชผลของกสิกร 
จ. ถูกทุกข้อ",จ,มาตรา 359,"ตามมาตรา 359 กำหนดเหตุฉกรรจ์ของความผิดฐานทำให้เสียทรัพย์ไว้ว่า หากทรัพย์ที่ถูกทำลายเสียหายเป็น เครื่องจักรหรือพืชผลกสิกรรม (1), สัตว์พาหนะ (2) หรือทรัพย์สินที่ใช้เพื่อสาธารณประโยชน์ (3) ผู้กระทำต้องได้รับโทษหนักขึ้นกว่ามาตรา 358 ทั่วไป",โจทย์นี้เป็น Level 1 แบบปรนัย เน้นจำแนกหลักกฎหมายและองค์ประกอบพื้นฐาน,หมวดเนื้อหา: ความผิดเกี่ยวกับทรัพย์,พิจารณามาตรา 359,"",นำเข้าจาก pasted-text.txt สำหรับ Level 1 วิชา 41216 วันที่ 2026-07-16
